trajectory_id,synthetic_date,rejection_reason,pm25,ventilation_index,precipitation,season,generator_seed,generator_version,phase_version
SYNTH_8B_batch_0005_00009,SYNTH-SYNTH_8B_batch_0005_00009-D006,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (8293.9 > 4500),298.6631310789027,8293.861252145167,0.0,Winter,3058141629,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00010,SYNTH-SYNTH_8B_batch_0005_00010-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (9055.7 > 4500),320.15012608399303,9055.693462313475,0.0,Post-Monsoon,630644380,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00010,SYNTH-SYNTH_8B_batch_0005_00010-D027,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5817.3 > 4500),310.40149306922655,5817.272985730009,0.0,Post-Monsoon,630644380,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00013,SYNTH-SYNTH_8B_batch_0005_00013-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (8585.1 > 4500),321.16321736517983,8585.094612312894,0.0,Winter,651544361,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00014,SYNTH-SYNTH_8B_batch_0005_00014-D028,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7328.8 > 4500),353.4703308132673,7328.786560565565,0.0,Post-Monsoon,3644100958,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00014,SYNTH-SYNTH_8B_batch_0005_00014-D029,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7052.1 > 4500),259.3479903568417,7052.083816213241,0.0,Post-Monsoon,3644100958,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00018,SYNTH-SYNTH_8B_batch_0005_00018-D003,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6894.8 > 4500),322.412419189746,6894.770635462554,0.0,Post-Monsoon,2221396824,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00018,SYNTH-SYNTH_8B_batch_0005_00018-D011,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6922.9 > 4500),363.74385955083494,6922.913816791448,0.0,Post-Monsoon,2221396824,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00018,SYNTH-SYNTH_8B_batch_0005_00018-D012,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5938.6 > 4500),307.1077426431826,5938.622511669777,0.0,Post-Monsoon,2221396824,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00018,SYNTH-SYNTH_8B_batch_0005_00018-D021,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7420.1 > 4500),366.4469163138295,7420.122448373798,0.0,Post-Monsoon,2221396824,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00018,SYNTH-SYNTH_8B_batch_0005_00018-D022,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7193.5 > 4500),270.61005200840566,7193.499185228803,0.0,Post-Monsoon,2221396824,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00022,SYNTH-SYNTH_8B_batch_0005_00022-D002,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (8750.9 > 4500),277.57225265774787,8750.942859596289,0.0,Post-Monsoon,3071607074,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00022,SYNTH-SYNTH_8B_batch_0005_00022-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7236.0 > 4500),345.8692814237584,7235.994317680899,0.0,Post-Monsoon,3071607074,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00022,SYNTH-SYNTH_8B_batch_0005_00022-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (9312.7 > 4500),261.7381018221354,9312.702834062786,0.0,Post-Monsoon,3071607074,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00022,SYNTH-SYNTH_8B_batch_0005_00022-D017,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (8035.2 > 4500),366.00569453032205,8035.182055255064,0.0,Post-Monsoon,3071607074,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00030,SYNTH-SYNTH_8B_batch_0005_00030-D002,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7966.4 > 4500),299.5812380201309,7966.439313087733,0.0,Post-Monsoon,910918792,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00030,SYNTH-SYNTH_8B_batch_0005_00030-D009,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5467.5 > 4500),392.55178092879555,5467.504989209236,0.0,Post-Monsoon,910918792,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00030,SYNTH-SYNTH_8B_batch_0005_00030-D010,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6833.0 > 4500),335.7086308060698,6833.0135206094055,0.0,Post-Monsoon,910918792,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00030,SYNTH-SYNTH_8B_batch_0005_00030-D011,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7053.0 > 4500),270.4257345905128,7053.048091105772,0.0,Post-Monsoon,910918792,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00034,SYNTH-SYNTH_8B_batch_0005_00034-D009,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (8345.0 > 4500),349.92153654464573,8344.958042732247,0.0,Post-Monsoon,851060900,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00034,SYNTH-SYNTH_8B_batch_0005_00034-D010,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7099.1 > 4500),264.43329394910694,7099.065703232629,0.0,Post-Monsoon,851060900,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00034,SYNTH-SYNTH_8B_batch_0005_00034-D020,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6003.0 > 4500),332.5569427043543,6002.958809263519,0.0,Post-Monsoon,851060900,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00034,SYNTH-SYNTH_8B_batch_0005_00034-D024,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (4681.0 > 4500),387.711262356777,4680.96194100349,0.0,Post-Monsoon,851060900,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00034,SYNTH-SYNTH_8B_batch_0005_00034-D027,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5281.0 > 4500),323.6996342613601,5281.0353205313895,0.0,Post-Monsoon,851060900,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00038,SYNTH-SYNTH_8B_batch_0005_00038-D007,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7135.6 > 4500),379.49034951103107,7135.559498588846,0.0,Post-Monsoon,1360816054,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00038,SYNTH-SYNTH_8B_batch_0005_00038-D015,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6764.9 > 4500),327.17156555738245,6764.87195439224,0.0,Post-Monsoon,1360816054,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00042,SYNTH-SYNTH_8B_batch_0005_00042-D002,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5665.1 > 4500),287.212956527521,5665.114486503594,0.0,Post-Monsoon,2489977405,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00042,SYNTH-SYNTH_8B_batch_0005_00042-D008,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7025.3 > 4500),285.91753251159747,7025.300322173639,0.0,Post-Monsoon,2489977405,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00050,SYNTH-SYNTH_8B_batch_0005_00050-D014,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6413.6 > 4500),267.4640482000348,6413.571572417455,0.0,Post-Monsoon,2741302417,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00054,SYNTH-SYNTH_8B_batch_0005_00054-D003,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7992.1 > 4500),278.31651934303306,7992.140388503156,0.0,Post-Monsoon,2490310193,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00058,SYNTH-SYNTH_8B_batch_0005_00058-D002,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6305.9 > 4500),252.66720165812012,6305.862975162911,0.0,Post-Monsoon,2434179261,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00058,SYNTH-SYNTH_8B_batch_0005_00058-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6773.0 > 4500),258.1084105655492,6773.024462133421,0.0,Post-Monsoon,2434179261,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00066,SYNTH-SYNTH_8B_batch_0005_00066-D003,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7448.8 > 4500),355.9467085164967,7448.831084084464,0.0,Post-Monsoon,68871184,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00066,SYNTH-SYNTH_8B_batch_0005_00066-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (4975.5 > 4500),281.0878556221066,4975.544694525794,0.0,Post-Monsoon,68871184,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00066,SYNTH-SYNTH_8B_batch_0005_00066-D028,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5161.6 > 4500),428.88923378385795,5161.550269726334,0.0,Post-Monsoon,68871184,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00066,SYNTH-SYNTH_8B_batch_0005_00066-D029,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5530.7 > 4500),343.62616593123846,5530.673379658629,0.0,Post-Monsoon,68871184,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00066,SYNTH-SYNTH_8B_batch_0005_00066-D030,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6376.2 > 4500),250.573666338734,6376.170031977159,0.0,Post-Monsoon,68871184,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00070,SYNTH-SYNTH_8B_batch_0005_00070-D003,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5022.5 > 4500),394.85837104476553,5022.4979240173025,0.0,Post-Monsoon,2583915029,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00070,SYNTH-SYNTH_8B_batch_0005_00070-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6200.5 > 4500),308.97283089798236,6200.467098516955,0.0,Post-Monsoon,2583915029,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00070,SYNTH-SYNTH_8B_batch_0005_00070-D021,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5222.2 > 4500),302.36458752712855,5222.218304720587,0.0,Post-Monsoon,2583915029,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00070,SYNTH-SYNTH_8B_batch_0005_00070-D026,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (4699.6 > 4500),378.4336584369889,4699.575193252439,0.0,Post-Monsoon,2583915029,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00070,SYNTH-SYNTH_8B_batch_0005_00070-D027,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5685.9 > 4500),328.6567509618593,5685.879112397845,0.0,Post-Monsoon,2583915029,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00078,SYNTH-SYNTH_8B_batch_0005_00078-D017,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6163.0 > 4500),291.90800984817525,6163.009539123196,0.0,Post-Monsoon,2796212799,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00081,SYNTH-SYNTH_8B_batch_0005_00081-D002,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5582.9 > 4500),274.72745921141893,5582.932989679928,0.0,Winter,48501530,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00082,SYNTH-SYNTH_8B_batch_0005_00082-D026,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (9293.4 > 4500),352.1636416055121,9293.358824065199,0.0,Post-Monsoon,762896879,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00082,SYNTH-SYNTH_8B_batch_0005_00082-D027,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5526.9 > 4500),282.9556415014268,5526.941236292578,0.0,Post-Monsoon,762896879,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00086,SYNTH-SYNTH_8B_batch_0005_00086-D019,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6933.0 > 4500),383.08010509472615,6932.969031636545,0.0,Post-Monsoon,434562877,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0005_00086,SYNTH-SYNTH_8B_batch_0005_00086-D022,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7347.5 > 4500),310.033312695365,7347.452265755353,0.0,Post-Monsoon,434562877,HP-STG-v1.0.0,Phase 8B v1.0.0
