trajectory_id,synthetic_date,rejection_reason,pm25,ventilation_index,precipitation,season,generator_seed,generator_version,phase_version
SYNTH_8B_batch_0001_00002,SYNTH-SYNTH_8B_batch_0001_00002-D003,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7454.9 > 4500),351.24727635538505,7454.929427052208,0.0,Post-Monsoon,2351587018,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00002,SYNTH-SYNTH_8B_batch_0001_00002-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7209.5 > 4500),263.6899617369948,7209.519803379838,0.0,Post-Monsoon,2351587018,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00006,SYNTH-SYNTH_8B_batch_0001_00006-D003,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5905.2 > 4500),289.37163868245983,5905.169524203704,0.0,Post-Monsoon,150073080,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00006,SYNTH-SYNTH_8B_batch_0001_00006-D009,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5339.8 > 4500),258.38040787868215,5339.849730425431,0.0,Post-Monsoon,150073080,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00006,SYNTH-SYNTH_8B_batch_0001_00006-D029,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7213.3 > 4500),390.7623221208919,7213.34714520073,0.0,Post-Monsoon,150073080,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00010,SYNTH-SYNTH_8B_batch_0001_00010-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5172.8 > 4500),327.6967077126331,5172.832288164223,0.0,Post-Monsoon,222510887,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00010,SYNTH-SYNTH_8B_batch_0001_00010-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5414.8 > 4500),280.5532197497558,5414.762764434716,0.0,Post-Monsoon,222510887,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00014,SYNTH-SYNTH_8B_batch_0001_00014-D006,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6574.9 > 4500),277.884874293614,6574.879413949376,0.0,Post-Monsoon,2695515434,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00014,SYNTH-SYNTH_8B_batch_0001_00014-D011,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7731.5 > 4500),367.99194414419253,7731.457636007636,0.0,Post-Monsoon,2695515434,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_00014,SYNTH-SYNTH_8B_batch_0001_00014-D012,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7016.0 > 4500),271.3462562544583,7016.012092962036,0.0,Post-Monsoon,2695515434,HP-STG-v1.0.0,Phase 8B v1.0.0
