date,eval_fold,eval_year,season,pollution_regime,observed_pm25,predicted_pm25,method,nominal_coverage,lower_bound,upper_bound,interval_width,is_covered
2022-01-01,1,2022,Winter,Extreme,262.12,293.1242846454311,empirical_residual_global,0.8,264.9277109363579,317.2463395087707,52.31862857241276,False
2022-01-02,1,2022,Winter,Extreme,275.29,253.0876216193717,empirical_residual_global,0.8,224.89104791029854,277.2096764827113,52.31862857241276,True
2022-01-03,1,2022,Winter,Extreme,390.95,353.0696136135895,empirical_residual_global,0.8,324.87303990451636,377.1916684769292,52.31862857241282,False
2022-01-04,1,2022,Winter,Extreme,301.63,333.1291076951298,empirical_residual_global,0.8,304.9325339860566,357.25116255846945,52.31862857241282,False
2022-01-05,1,2022,Winter,High,239.84,228.29268821667156,empirical_residual_global,0.8,200.0961145075984,252.4147430800112,52.31862857241279,True
2022-01-06,1,2022,Winter,Extreme,299.74,252.91970973791635,empirical_residual_global,0.8,224.7231360288432,277.041764601256,52.31862857241279,False
2022-01-07,1,2022,Winter,Extreme,350.38,314.2779581550169,empirical_residual_global,0.8,286.08138444594374,338.4000130183565,52.31862857241276,False
2022-01-08,1,2022,Winter,Extreme,271.26,254.7346817555357,empirical_residual_global,0.8,226.53810804646253,278.8567366188753,52.31862857241276,True
2022-01-09,1,2022,Winter,Extreme,272.98,258.86312047373207,empirical_residual_global,0.8,230.6665467646589,282.9851753370717,52.31862857241282,True
2022-01-10,1,2022,Winter,Extreme,276.96,309.9809105275551,empirical_residual_global,0.8,281.78433681848196,334.1029653908947,52.31862857241276,False
2022-01-11,1,2022,Winter,Extreme,357.67,297.6587697237853,empirical_residual_global,0.8,269.46219601471216,321.7808245871249,52.31862857241276,False
2022-01-12,1,2022,Winter,High,211.5,219.99190463528794,empirical_residual_global,0.8,191.79533092621477,244.11395949862757,52.31862857241279,True
2022-01-13,1,2022,Winter,Extreme,351.68,340.97120164017065,empirical_residual_global,0.8,312.7746279310975,365.09325650351025,52.31862857241276,True
2022-01-14,1,2022,Winter,High,213.43,227.3381132699676,empirical_residual_global,0.8,199.14153956089444,251.46016813330723,52.31862857241279,True
2022-01-15,1,2022,Winter,Extreme,341.99,352.810980770778,empirical_residual_global,0.8,324.6144070617048,376.9330356341176,52.31862857241276,True
2022-01-16,1,2022,Winter,Extreme,381.91,353.6779700837373,empirical_residual_global,0.8,325.48139637466414,377.80002494707696,52.31862857241282,False
2022-01-17,1,2022,Winter,High,188.72,176.43225671593828,empirical_residual_global,0.8,148.23568300686512,200.5543115792779,52.31862857241279,True
2022-01-18,1,2022,Winter,Extreme,321.04,256.02570888247806,empirical_residual_global,0.8,227.8291351734049,280.14776374581766,52.31862857241276,False
2022-01-19,1,2022,Winter,Extreme,285.2,288.7108151745572,empirical_residual_global,0.8,260.514241465484,312.8328700378968,52.31862857241276,True
2022-01-20,1,2022,Winter,High,210.98,225.41803316568127,empirical_residual_global,0.8,197.2214594566081,249.5400880290209,52.31862857241279,True
2022-01-21,1,2022,Winter,Extreme,327.57,290.53119714022944,empirical_residual_global,0.8,262.3346234311563,314.65325200356904,52.31862857241276,False
2022-01-22,1,2022,Winter,High,234.16,236.8594612298522,empirical_residual_global,0.8,208.66288752077904,260.98151609319183,52.31862857241279,True
2022-01-23,1,2022,Winter,Extreme,358.61,346.5272568275278,empirical_residual_global,0.8,318.33068311845466,370.6493116908674,52.31862857241276,True
2022-01-24,1,2022,Winter,Extreme,327.76,310.3884965581142,empirical_residual_global,0.8,282.191922849041,334.5105514214538,52.31862857241276,True
2022-01-25,1,2022,Winter,Extreme,337.91,312.71196802045563,empirical_residual_global,0.8,284.51539431138247,336.8340228837952,52.31862857241276,False
2022-01-26,1,2022,Winter,Extreme,330.71,305.2707568951271,empirical_residual_global,0.8,277.0741831860539,329.3928117584667,52.31862857241276,False
2022-01-27,1,2022,Winter,Extreme,297.47,288.97355586247687,empirical_residual_global,0.8,260.7769821534037,313.0956107258165,52.31862857241282,True
2022-01-28,1,2022,Winter,Extreme,254.19,270.8787981759386,empirical_residual_global,0.8,242.68222446686542,295.00085303927824,52.31862857241282,True
2022-01-29,1,2022,Winter,Extreme,283.4,256.911022479966,empirical_residual_global,0.8,228.71444877089283,281.03307734330565,52.31862857241282,False
2022-01-30,1,2022,Winter,Extreme,319.78,305.87859702277024,empirical_residual_global,0.8,277.6820233136971,330.00065188610984,52.31862857241276,True
2022-01-31,1,2022,Winter,Extreme,360.99,340.2740139807183,empirical_residual_global,0.8,312.0774402716451,364.39606884405794,52.31862857241282,True
2022-02-01,1,2022,Winter,High,220.69,221.58073185945338,empirical_residual_global,0.8,193.38415815038022,245.702786722793,52.31862857241279,True
2022-02-02,1,2022,Winter,High,212.84,227.23192910669712,empirical_residual_global,0.8,199.03535539762396,251.35398397003675,52.31862857241279,True
2022-02-03,1,2022,Winter,High,144.14,219.20642015043032,empirical_residual_global,0.8,191.00984644135715,243.32847501376995,52.31862857241279,False
2022-02-04,1,2022,Winter,High,182.19,210.9079389270124,empirical_residual_global,0.8,182.71136521793923,235.02999379035202,52.31862857241279,False
2022-02-05,1,2022,Winter,Moderate,113.89,153.11603290981802,empirical_residual_global,0.8,124.91945920074485,177.23808777315764,52.31862857241279,False
2022-02-06,1,2022,Winter,Moderate,112.85,147.00883632692003,empirical_residual_global,0.8,118.81226261784687,171.13089119025966,52.31862857241279,False
2022-02-07,1,2022,Winter,High,222.53,203.84622718209374,empirical_residual_global,0.8,175.64965347302058,227.96828204543337,52.31862857241279,True
2022-02-08,1,2022,Winter,High,198.47,184.49983996023843,empirical_residual_global,0.8,156.30326625116527,208.62189482357806,52.31862857241279,True
2022-02-09,1,2022,Winter,High,213.66,203.07051054177478,empirical_residual_global,0.8,174.87393683270162,227.1925654051144,52.31862857241279,True
2022-02-10,1,2022,Winter,High,123.74,150.24218896701876,empirical_residual_global,0.8,122.0456152579456,174.3642438303584,52.31862857241279,True
2022-02-11,1,2022,Winter,High,150.11,137.3050574866584,empirical_residual_global,0.8,109.10848377758523,161.42711234999803,52.31862857241279,True
2022-02-12,1,2022,Winter,High,221.19,207.4009097692542,empirical_residual_global,0.8,179.20433606018105,231.52296463259384,52.31862857241279,True
2022-02-13,1,2022,Winter,High,203.75,201.7723697610511,empirical_residual_global,0.8,173.57579605197793,225.89442462439072,52.31862857241279,True
2022-02-14,1,2022,Winter,High,191.15,212.08559176625062,empirical_residual_global,0.8,183.88901805717745,236.20764662959024,52.31862857241279,True
2022-02-15,1,2022,Winter,High,207.15,199.4031734014136,empirical_residual_global,0.8,171.20659969234043,223.52522826475322,52.31862857241279,True
2022-02-16,1,2022,Winter,High,181.22,161.8043813990651,empirical_residual_global,0.8,133.60780768999194,185.92643626240474,52.31862857241279,True
2022-02-17,1,2022,Winter,High,131.43,143.77070950315584,empirical_residual_global,0.8,115.57413579408268,167.89276436649547,52.31862857241279,True
2022-02-18,1,2022,Winter,High,146.06,146.88603380606042,empirical_residual_global,0.8,118.68946009698726,171.00808866940005,52.31862857241279,True
2022-02-19,1,2022,Winter,High,133.81,161.31013215045243,empirical_residual_global,0.8,133.11355844137927,185.43218701379206,52.31862857241279,True
2022-02-20,1,2022,Winter,High,143.03,161.63828842077112,empirical_residual_global,0.8,133.44171471169795,185.76034328411075,52.31862857241279,True
2022-02-21,1,2022,Winter,High,202.14,215.6556953104941,empirical_residual_global,0.8,187.45912160142095,239.77775017383374,52.31862857241279,True
2022-02-22,1,2022,Winter,High,145.86,144.07374919584458,empirical_residual_global,0.8,115.87717548677142,168.1958040591842,52.31862857241279,True
2022-02-23,1,2022,Winter,High,195.23,135.33587569223488,empirical_residual_global,0.8,107.13930198316172,159.4579305555745,52.31862857241279,False
2022-02-24,1,2022,Winter,High,164.35,143.79623242296725,empirical_residual_global,0.8,115.59965871389409,167.91828728630688,52.31862857241279,True
2022-02-25,1,2022,Winter,High,179.07,190.91480801984142,empirical_residual_global,0.8,162.71823431076825,215.03686288318104,52.31862857241279,True
2022-02-26,1,2022,Winter,High,191.21,203.9746528506247,empirical_residual_global,0.8,175.77807914155153,228.09670771396432,52.31862857241279,True
2022-02-27,1,2022,Winter,High,204.5,198.05074475935427,empirical_residual_global,0.8,169.8541710502811,222.1727996226939,52.31862857241279,True
2022-02-28,1,2022,Winter,High,197.6,182.19331945158166,empirical_residual_global,0.8,153.9967457425085,206.31537431492129,52.31862857241279,True
2022-03-01,1,2022,Summer,Moderate,115.18,175.1965268971222,empirical_residual_global,0.8,146.99995318804903,199.31858176046183,52.31862857241279,False
2022-03-02,1,2022,Summer,Moderate,110.46,131.33843064612975,empirical_residual_global,0.8,103.14185693705659,155.46048550946938,52.31862857241279,True
2022-03-03,1,2022,Summer,High,120.31,128.43140270797647,empirical_residual_global,0.8,100.23482899890331,152.5534575713161,52.31862857241279,True
2022-03-04,1,2022,Summer,Moderate,109.88,115.26734022914044,empirical_residual_global,0.8,87.07076652006728,139.38939509248007,52.31862857241279,True
2022-03-05,1,2022,Summer,Moderate,82.56,117.31859763753916,empirical_residual_global,0.8,89.12202392846599,141.4406525008788,52.318628572412806,False
2022-03-06,1,2022,Summer,Moderate,118.01,150.17575413866368,empirical_residual_global,0.8,121.97918042959051,174.2978090020033,52.31862857241279,False
2022-03-07,1,2022,Summer,Moderate,103.29,100.32667859796629,empirical_residual_global,0.8,72.13010488889313,124.44873346130592,52.31862857241279,True
2022-03-08,1,2022,Summer,Moderate,114.55,102.6757516878504,empirical_residual_global,0.8,74.47917797877723,126.79780655119002,52.31862857241279,True
2022-03-09,1,2022,Summer,Moderate,106.67,88.17278855692898,empirical_residual_global,0.8,59.976214847855815,112.2948434202686,52.31862857241279,True
2022-03-10,1,2022,Summer,Moderate,111.28,102.27916728918858,empirical_residual_global,0.8,74.08259358011541,126.4012221525282,52.31862857241279,True
2022-03-11,1,2022,Summer,Moderate,119.09,117.49214735489834,empirical_residual_global,0.8,89.29557364582517,141.61420221823795,52.31862857241278,True
2022-03-12,1,2022,Summer,Moderate,100.21,94.64926530000015,empirical_residual_global,0.8,66.45269159092699,118.77132016333978,52.31862857241279,True
2022-03-13,1,2022,Summer,Moderate,92.73,96.28407686946848,empirical_residual_global,0.8,68.08750316039531,120.4061317328081,52.31862857241279,True
2022-03-14,1,2022,Summer,Moderate,77.49,102.96916567099768,empirical_residual_global,0.8,74.77259196192452,127.09122053433731,52.31862857241279,True
2022-03-15,1,2022,Summer,High,133.59,114.82901073079879,empirical_residual_global,0.8,86.63243702172562,138.9510655941384,52.31862857241279,True
2022-03-16,1,2022,Summer,High,122.17,124.43816573092167,empirical_residual_global,0.8,96.2415920218485,148.5602205942613,52.31862857241279,True
2022-03-17,1,2022,Summer,High,126.35,91.21404342621429,empirical_residual_global,0.8,63.017469717141125,115.33609828955392,52.31862857241279,False
2022-03-18,1,2022,Summer,High,124.23,107.97497971555438,empirical_residual_global,0.8,79.77840600648122,132.097034578894,52.31862857241279,True
2022-03-19,1,2022,Summer,Moderate,119.93,132.1178362235746,empirical_residual_global,0.8,103.92126251450145,156.23989108691424,52.31862857241279,True
2022-03-20,1,2022,Summer,Moderate,92.11,106.74599503471141,empirical_residual_global,0.8,78.54942132563825,130.86804989805103,52.31862857241278,True
2022-03-21,1,2022,Summer,Moderate,116.4,88.88481428191041,empirical_residual_global,0.8,60.688240572837245,113.00686914525004,52.31862857241279,False
2022-03-22,1,2022,Summer,Moderate,89.36,93.03409726188679,empirical_residual_global,0.8,64.83752355281362,117.15615212522641,52.31862857241279,True
2022-03-23,1,2022,Summer,Moderate,71.4,85.23985122585871,empirical_residual_global,0.8,57.04327751678555,109.36190608919834,52.31862857241279,True
2022-03-24,1,2022,Summer,Moderate,118.57,116.03397790110877,empirical_residual_global,0.8,87.8374041920356,140.1560327644484,52.318628572412806,True
2022-03-25,1,2022,Summer,Moderate,119.92,99.03780300748878,empirical_residual_global,0.8,70.84122929841561,123.1598578708284,52.31862857241279,True
2022-03-26,1,2022,Summer,High,121.99,97.29434040151676,empirical_residual_global,0.8,69.0977666924436,121.41639526485639,52.31862857241279,False
2022-03-27,1,2022,Summer,Moderate,106.16,83.17205318704262,empirical_residual_global,0.8,54.97547947796946,107.29410805038225,52.31862857241279,True
2022-03-28,1,2022,Summer,Moderate,73.41,80.28007693724904,empirical_residual_global,0.8,52.08350322817587,104.40213180058866,52.31862857241279,True
2022-03-29,1,2022,Summer,Moderate,75.52,83.84078153699949,empirical_residual_global,0.8,55.64420782792632,107.96283640033911,52.31862857241279,True
2022-03-30,1,2022,Summer,Moderate,68.36,100.52994847145196,empirical_residual_global,0.8,72.3333747623788,124.65200333479159,52.31862857241279,False
2022-03-31,1,2022,Summer,Moderate,96.13,89.59011592326746,empirical_residual_global,0.8,61.3935422141943,113.71217078660709,52.31862857241279,True
2022-04-01,1,2022,Summer,Moderate,80.87,103.68329656147154,empirical_residual_global,0.8,75.48672285239837,127.80535142481116,52.31862857241279,True
2022-04-02,1,2022,Summer,Moderate,77.6,96.43411653005522,empirical_residual_global,0.8,68.23754282098206,120.55617139339485,52.31862857241279,True
2022-04-03,1,2022,Summer,Moderate,116.74,107.41664005465117,empirical_residual_global,0.8,79.220066345578,131.5386949179908,52.31862857241279,True
2022-04-04,1,2022,Summer,Moderate,83.54,93.25788562739368,empirical_residual_global,0.8,65.06131191832051,117.3799404907333,52.31862857241279,True
2022-04-05,1,2022,Summer,Moderate,71.93,102.07422207226584,empirical_residual_global,0.8,73.87764836319268,126.19627693560547,52.31862857241279,False
2022-04-06,1,2022,Summer,Moderate,109.62,106.65934732918672,empirical_residual_global,0.8,78.46277362011355,130.78140219252634,52.31862857241279,True
2022-04-07,1,2022,Summer,Moderate,71.47,93.66530967215849,empirical_residual_global,0.8,65.46873596308532,117.78736453549811,52.31862857241279,True
2022-04-08,1,2022,Summer,Moderate,77.16,91.44620003821606,empirical_residual_global,0.8,63.2496263291429,115.56825490155569,52.31862857241279,True
2022-04-09,1,2022,Summer,High,126.95,108.20846017231392,empirical_residual_global,0.8,80.01188646324076,132.33051503565355,52.31862857241279,True
2022-04-10,1,2022,Summer,Moderate,89.38,104.06606698581528,empirical_residual_global,0.8,75.86949327674212,128.18812184915492,52.318628572412806,True
2022-04-11,1,2022,Summer,Moderate,113.32,107.71337127508039,empirical_residual_global,0.8,79.51679756600723,131.83542613842002,52.31862857241279,True
2022-04-12,1,2022,Summer,Moderate,66.42,92.45349178599585,empirical_residual_global,0.8,64.25691807692269,116.57554664933548,52.31862857241279,True
2022-04-13,1,2022,Summer,High,127.8,94.51414860167176,empirical_residual_global,0.8,66.3175748925986,118.63620346501139,52.31862857241279,False
2022-04-14,1,2022,Summer,Moderate,100.69,119.13805965914715,empirical_residual_global,0.8,90.94148595007398,143.2601145224868,52.318628572412806,True
2022-04-15,1,2022,Summer,Moderate,69.94,91.07038533697272,empirical_residual_global,0.8,62.873811627899556,115.19244020031235,52.31862857241279,True
2022-04-16,1,2022,Summer,Moderate,76.8,92.88067263635982,empirical_residual_global,0.8,64.68409892728666,117.00272749969945,52.31862857241279,True
2022-04-17,1,2022,Summer,Moderate,75.3,92.63148272967243,empirical_residual_global,0.8,64.43490902059926,116.75353759301206,52.31862857241279,True
2022-04-18,1,2022,Summer,Moderate,100.08,115.61485139140787,empirical_residual_global,0.8,87.4182776823347,139.7369062547475,52.318628572412806,True
2022-04-19,1,2022,Summer,Moderate,94.48,101.50094908274161,empirical_residual_global,0.8,73.30437537366845,125.62300394608124,52.31862857241279,True
2022-04-20,1,2022,Summer,Moderate,90.96,95.15087796742246,empirical_residual_global,0.8,66.9543042583493,119.27293283076209,52.31862857241279,True
2022-04-21,1,2022,Summer,High,132.8,113.29445701858283,empirical_residual_global,0.8,85.09788330950967,137.41651188192247,52.318628572412806,True
2022-04-22,1,2022,Summer,Moderate,71.11,84.7336416644728,empirical_residual_global,0.8,56.537067955399635,108.85569652781243,52.31862857241279,True
2022-04-23,1,2022,Summer,Moderate,90.89,99.97881604820776,empirical_residual_global,0.8,71.7822423391346,124.10087091154739,52.31862857241279,True
2022-04-24,1,2022,Summer,Moderate,82.2,115.35133170938907,empirical_residual_global,0.8,87.15475800031591,139.4733865727287,52.318628572412806,False
2022-04-25,1,2022,Summer,Moderate,116.35,112.85689476217165,empirical_residual_global,0.8,84.66032105309849,136.9789496255113,52.318628572412806,True
2022-04-26,1,2022,Summer,Moderate,98.94,106.53346932990327,empirical_residual_global,0.8,78.3368956208301,130.6555241932429,52.318628572412806,True
2022-04-27,1,2022,Summer,High,124.8,103.30560233952048,empirical_residual_global,0.8,75.10902863044731,127.4276572028601,52.31862857241279,True
2022-04-28,1,2022,Summer,Moderate,84.73,111.09483590467099,empirical_residual_global,0.8,82.89826219559782,135.21689076801061,52.31862857241279,True
2022-04-29,1,2022,Summer,Moderate,81.25,115.45645155583165,empirical_residual_global,0.8,87.25987784675849,139.57850641917128,52.31862857241279,False
2022-04-30,1,2022,Summer,High,127.16,115.44724377697449,empirical_residual_global,0.8,87.25067006790132,139.56929864031412,52.31862857241279,True
2022-05-01,1,2022,Summer,Moderate,93.71,102.90166016227066,empirical_residual_global,0.8,74.7050864531975,127.02371502561029,52.31862857241279,True
2022-05-02,1,2022,Summer,High,130.99,106.89019074175616,empirical_residual_global,0.8,78.693617032683,131.01224560509579,52.31862857241279,True
2022-05-03,1,2022,Summer,Moderate,98.35,96.98059856972255,empirical_residual_global,0.8,68.78402486064938,121.10265343306217,52.31862857241279,True
2022-05-04,1,2022,Summer,Moderate,84.13,85.58481359509966,empirical_residual_global,0.8,57.3882398860265,109.70686845843929,52.31862857241279,True
2022-05-05,1,2022,Summer,High,125.91,97.60764020776124,empirical_residual_global,0.8,69.41106649868807,121.72969507110086,52.31862857241279,False
2022-05-06,1,2022,Summer,Moderate,71.95,83.96770941782604,empirical_residual_global,0.8,55.77113570875288,108.08976428116567,52.31862857241279,True
2022-05-07,1,2022,Summer,High,122.37,107.62598068406379,empirical_residual_global,0.8,79.42940697499063,131.74803554740342,52.31862857241279,True
