trajectory_id,synthetic_date,rejection_reason,pm25,ventilation_index,precipitation,season,generator_seed,generator_version,phase_version
SYNTH_8B_batch_0001_repro_00010,SYNTH-SYNTH_8B_batch_0001_repro_00010-D002,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6808.7 > 4500),262.48762865088537,6808.68269178997,0.0,Post-Monsoon,2613843818,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00010,SYNTH-SYNTH_8B_batch_0001_repro_00010-D015,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5276.1 > 4500),269.9156061154279,5276.11011771532,0.0,Post-Monsoon,2613843818,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00010,SYNTH-SYNTH_8B_batch_0001_repro_00010-D026,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7319.0 > 4500),266.508713232105,7318.96995855092,0.0,Post-Monsoon,2613843818,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00014,SYNTH-SYNTH_8B_batch_0001_repro_00014-D011,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6302.1 > 4500),303.79058996165094,6302.123073226192,0.0,Post-Monsoon,3741886376,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00018,SYNTH-SYNTH_8B_batch_0001_repro_00018-D015,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5783.7 > 4500),281.36657425736064,5783.68042591642,0.0,Post-Monsoon,2113835718,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00021,SYNTH-SYNTH_8B_batch_0001_repro_00021-D007,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6990.1 > 4500),279.3668472192715,6990.0792750418095,0.0,Winter,2409026312,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00022,SYNTH-SYNTH_8B_batch_0001_repro_00022-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (9704.4 > 4500),306.0679515216878,9704.446870391392,0.0,Post-Monsoon,2033065469,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00022,SYNTH-SYNTH_8B_batch_0001_repro_00022-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5910.3 > 4500),282.8852229744996,5910.27543833601,0.0,Post-Monsoon,2033065469,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00022,SYNTH-SYNTH_8B_batch_0001_repro_00022-D016,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6321.6 > 4500),254.96260201875293,6321.63085880176,0.0,Post-Monsoon,2033065469,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00022,SYNTH-SYNTH_8B_batch_0001_repro_00022-D029,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7529.2 > 4500),378.55289620084176,7529.242785916143,0.0,Post-Monsoon,2033065469,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00030,SYNTH-SYNTH_8B_batch_0001_repro_00030-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5742.5 > 4500),385.0509043168726,5742.542854858436,0.0,Post-Monsoon,3294977765,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00030,SYNTH-SYNTH_8B_batch_0001_repro_00030-D006,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6647.1 > 4500),302.4244795796993,6647.118163076762,0.0,Post-Monsoon,3294977765,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00030,SYNTH-SYNTH_8B_batch_0001_repro_00030-D007,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5364.7 > 4500),284.632667087926,5364.732151324723,0.0,Post-Monsoon,3294977765,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00030,SYNTH-SYNTH_8B_batch_0001_repro_00030-D017,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6722.8 > 4500),328.1158636107931,6722.75461188434,0.0,Post-Monsoon,3294977765,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00030,SYNTH-SYNTH_8B_batch_0001_repro_00030-D018,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5890.4 > 4500),314.1586698897243,5890.445739366474,0.0,Post-Monsoon,3294977765,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00034,SYNTH-SYNTH_8B_batch_0001_repro_00034-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5644.7 > 4500),371.1916293451624,5644.724429741509,0.0,Post-Monsoon,2315012167,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00034,SYNTH-SYNTH_8B_batch_0001_repro_00034-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5849.9 > 4500),297.2648643371351,5849.891482154536,0.0,Post-Monsoon,2315012167,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00037,SYNTH-SYNTH_8B_batch_0001_repro_00037-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6364.0 > 4500),257.06507469332416,6363.979237803542,0.0,Winter,1788550473,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00038,SYNTH-SYNTH_8B_batch_0001_repro_00038-D008,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5244.6 > 4500),255.99951719013197,5244.590510026484,0.0,Post-Monsoon,2151235593,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00038,SYNTH-SYNTH_8B_batch_0001_repro_00038-D020,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7114.0 > 4500),263.62482399561617,7114.030500149726,0.0,Post-Monsoon,2151235593,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00038,SYNTH-SYNTH_8B_batch_0001_repro_00038-D026,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7567.6 > 4500),273.5968415421428,7567.567623415629,0.0,Post-Monsoon,2151235593,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00042,SYNTH-SYNTH_8B_batch_0001_repro_00042-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7142.8 > 4500),345.44452542488114,7142.759701548808,0.0,Post-Monsoon,3024217642,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00042,SYNTH-SYNTH_8B_batch_0001_repro_00042-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6022.8 > 4500),269.30591471234476,6022.793208924683,0.0,Post-Monsoon,3024217642,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00042,SYNTH-SYNTH_8B_batch_0001_repro_00042-D006,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7697.4 > 4500),269.46213539099335,7697.425642602012,0.0,Post-Monsoon,3024217642,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00042,SYNTH-SYNTH_8B_batch_0001_repro_00042-D009,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6024.2 > 4500),279.9736291248248,6024.198110674498,0.0,Post-Monsoon,3024217642,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00042,SYNTH-SYNTH_8B_batch_0001_repro_00042-D013,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (8333.2 > 4500),315.9388577714567,8333.154664395212,0.0,Post-Monsoon,3024217642,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00042,SYNTH-SYNTH_8B_batch_0001_repro_00042-D017,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6793.2 > 4500),295.28816379572885,6793.1865681019935,0.0,Post-Monsoon,3024217642,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00046,SYNTH-SYNTH_8B_batch_0001_repro_00046-D009,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5795.0 > 4500),271.59728941665753,5795.032651259012,0.0,Post-Monsoon,1518450957,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0001_repro_00046,SYNTH-SYNTH_8B_batch_0001_repro_00046-D023,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (4582.7 > 4500),412.3999732459283,4582.654844852099,0.0,Post-Monsoon,1518450957,HP-STG-v1.0.0,Phase 8B v1.0.0
