date,actual_pm25,predicted_pm25,base_value,pm25_persistence_shap,meteorology_shap,wind_ventilation_shap,biomass_burning_shap,calendar_seasonal_shap,reconstruction_error
2020-01-01,294.84,275.2568119609764,143.16253234086244,132.2215629351391,0.20814352274816628,0.5552695115015063,-0.8906963492746639,0.0,-1.7053025658242404e-13
2020-01-02,263.03,275.2568119609764,143.16253234086244,132.2215629351391,0.20814352274816628,0.5552695115015063,-0.8906963492746639,0.0,-1.7053025658242404e-13
2020-01-03,205.46,282.5174381813771,143.16253234086244,136.03542104477756,3.452523926041291,0.43525693323273057,-0.5682960635367628,0.0,-1.7053025658242404e-13
2020-01-04,263.24,285.02334767771384,143.16253234086244,137.88580547971142,3.2211702040464107,0.7811959094787922,-0.027356256385081247,0.0,-1.7053025658242404e-13
2020-01-05,218.68,283.27420523286577,143.16253234086244,137.18412945393936,2.460572436713311,0.7803771815774839,-0.3134061802266177,0.0,-1.7053025658242404e-13
2020-01-06,220.28,278.7444564542675,143.16253234086244,132.93671011424797,1.9940109840815285,0.9818987100371976,-0.33069569496140394,0.0,-2.2737367544323206e-13
2020-01-07,255.75,281.38641088058216,143.16253234086244,134.1334639510195,3.4743390276562707,0.9099788945058283,-0.2939033334617364,0.0,-1.1368683772161603e-13
2020-01-08,293.11,282.2034192911728,143.16253234086244,137.02127280366133,1.744233886699543,0.888493939618704,-0.6131136796689723,0.0,-2.8421709430404007e-13
2020-01-09,199.65,279.7863179412769,143.16253234086244,135.94908977459463,0.40570321544368465,1.1108336343382157,-0.8418410239618426,0.0,-2.2737367544323206e-13
2020-01-10,318.41,285.5089811821427,143.16253234086244,137.78396414013255,3.3050539232067266,1.3922675705419525,-0.13483679260100484,0.0,5.684341886080802e-14
2020-01-11,335.83,288.6773566843312,143.16253234086244,140.7622146302019,4.003682479411102,0.9894665803832043,-0.2405393465273794,0.0,-5.684341886080802e-14
2020-01-12,331.67,288.58834639624683,143.16253234086244,141.11455854209078,3.5621957506612674,1.076415645941326,-0.32735588330884313,0.0,-1.1368683772161603e-13
2020-01-13,228.61,288.9482720261136,143.16253234086244,141.66860524551754,3.420657543504235,1.2387224802756505,-0.5422455840462115,0.0,0.0
2020-01-14,369.9,291.06187320974345,143.16253234086244,142.11221426758658,4.583287457279929,1.6513346183093451,-0.44749547429471537,0.0,-1.1368683772161603e-13
2020-01-15,248.59,290.4847236217307,143.16253234086244,142.11701576670126,4.611418790195207,1.1136838205180672,-0.5199270965463444,0.0,1.1368683772161603e-13
2020-01-16,279.82,290.5889851705363,143.16253234086244,142.94506930310482,3.836363756190164,1.227902678125098,-0.5828829077461053,0.0,-1.1368683772161603e-13
2020-01-17,333.87,290.6692910348258,143.16253234086244,142.71327859794005,3.5530651106795363,1.624461774813327,-0.384046789469459,0.0,-1.1368683772161603e-13
2020-01-18,378.5,291.6779841439382,143.16253234086244,143.57413982980128,3.2109456548136297,2.072797583947668,-0.34243126548655783,0.0,-2.8421709430404007e-13
2020-01-19,190.64,283.9175806008646,143.16253234086244,139.02085267320746,1.6820864895047485,1.0413300589747034,-0.9892209616846516,0.0,-5.684341886080802e-14
2020-01-20,285.63,285.74246730030865,143.16253234086244,139.05931318376597,2.9970023406317665,1.302692630831095,-0.779073195782767,0.0,1.1368683772161603e-13
2020-01-21,216.31,283.27885865460473,143.16253234086244,138.63636361970157,2.7749343352538074,0.4671751217279666,-1.7621467629409902,0.0,-5.684341886080802e-14
2020-01-22,271.73,276.28434325039456,143.16253234086244,132.22472813034713,1.270799058286338,1.2826230024223546,-1.6563392815236662,0.0,-5.684341886080802e-14
2020-01-23,347.3,287.30513961252706,143.16253234086244,141.8121847955647,1.1670813100984543,1.9051069172866866,-0.7417657512848227,0.0,-3.979039320256561e-13
2020-01-24,299.61,285.9493675112294,143.16253234086244,141.1998186122844,1.0987627865828666,1.4164035686296128,-0.9281497971296739,0.0,-2.2737367544323206e-13
2020-01-25,259.31,284.50872449081305,143.16253234086244,140.64045215108484,1.646267133261543,0.14398490982187212,-1.0845120442174372,0.0,-2.2737367544323206e-13
2020-01-26,338.25,286.7980298462301,143.16253234086244,141.74518179948396,1.927641776164492,0.8528330730066603,-0.8901591432872887,0.0,-1.1368683772161603e-13
2020-01-27,264.41,288.63503398866453,143.16253234086244,142.5682661178645,2.967112523476615,1.26454153026884,-1.3274185238077727,0.0,-1.1368683772161603e-13
2020-01-28,339.78,290.6251587926826,143.16253234086244,143.94382106433156,3.8648745076077495,1.119649517289717,-1.4657186374087203,0.0,-1.7053025658242404e-13
2020-01-29,316.48,288.52911186709616,143.16253234086244,142.61566265075413,3.7338531896172693,-0.18710032602425355,-0.7958359881133321,0.0,-1.1368683772161603e-13
2020-01-30,394.76,289.5542661445347,143.16253234086244,143.79304288559788,2.399081538288991,0.4237328876071695,-0.22412350782180085,0.0,0.0
2020-01-31,217.58,276.2715668890414,143.16253234086244,134.59066686168867,1.7196502383907706,-2.8610614459521333,-0.3402211059480948,0.0,-2.2737367544323206e-13
2020-02-01,133.72,266.1321941474014,143.16253234086244,129.09676896537636,-2.060191542572114,-3.4406861310611783,-0.6262294852038603,0.0,-2.2737367544323206e-13
2020-02-02,165.16,226.2194898248681,143.16253234086244,88.33458961402168,-1.387471304629654,-2.595031107612387,-1.2951297177739796,0.0,0.0
2020-02-03,113.95,174.71669663601898,143.16253234086244,35.71106448389726,-0.29625068690227135,-1.6666898134334078,-2.1939596884049375,0.0,-1.1368683772161603e-13
2020-02-04,219.65,175.20991455715458,143.16253234086244,30.186929345764238,3.473703147491645,-0.22684197300079312,-1.386408303962912,0.0,-2.842170943040401e-14
2020-02-05,115.87,175.81472098944977,143.16253234086244,34.00633109565879,1.007890768949953,-0.46584149509667594,-1.896191720924583,0.0,-1.7053025658242404e-13
2020-02-06,192.14,173.82232222116068,143.16253234086244,31.57419241217592,2.353363725686676,-0.6364652281860522,-2.6313010293782795,0.0,-2.842170943040401e-14
2020-02-07,192.08,174.48073971525048,143.16253234086244,31.846079840841796,1.3177471794563351,-0.15436563977424456,-1.691254006135811,0.0,-2.842170943040401e-14
2020-02-08,222.53,175.04648297331266,143.16253234086244,30.98465963310081,1.9178358109121372,0.44689191058245026,-1.4654367221451443,0.0,-2.842170943040401e-14
2020-02-09,115.12,174.70292610769187,143.16253234086244,32.81120963344303,1.0182744403152506,0.0780894527652684,-2.367179759694074,0.0,-5.684341886080802e-14
2020-02-10,153.68,172.16104292126892,143.16253234086244,28.681824154404215,1.2647594400823994,0.6039890099185413,-1.552062023998714,0.0,2.842170943040401e-14
2020-02-11,182.65,175.3855114493125,143.16253234086244,32.05219058119498,1.5344860541981646,0.5921775599403768,-1.9558750868834645,0.0,0.0
2020-02-12,160.86,174.2861644416718,143.16253234086244,30.13328695711936,2.6125931733174212,0.1092412942686336,-1.7314893238960434,0.0,-2.842170943040401e-14
2020-02-13,224.76,177.1700272798266,143.16253234086244,32.70837886119506,2.0356802892499952,0.9564231479744917,-1.6929873594553726,0.0,-2.842170943040401e-14
2020-02-14,203.18,174.77869020074684,143.16253234086244,30.9446708825609,2.35425400614529,-0.0766825786663235,-1.6060844501554639,0.0,0.0
2020-02-15,114.89,169.35546192039234,143.16253234086244,29.480277035203454,1.447149672191395,-2.618798720995909,-2.115698406868984,0.0,-5.684341886080802e-14
2020-02-16,116.5,163.773637335736,143.16253234086244,24.651744739965995,1.1831034757933008,-3.066483927802602,-2.1572592930830843,0.0,-5.684341886080802e-14
2020-02-17,114.96,159.34469532795657,143.16253234086244,18.633453126807957,2.2556925479868513,-2.508731286911182,-2.1982514007893834,0.0,-1.1368683772161603e-13
2020-02-18,141.84,137.64174248834868,143.16253234086244,-7.0382424149064295,4.561471618978599,-1.563170747815191,-1.4808483087707756,0.0,2.842170943040401e-14
2020-02-19,200.68,159.9391055007027,143.16253234086244,16.78009427268559,4.032905313530789,-2.023605707239253,-2.0128207191368968,0.0,2.842170943040401e-14
2020-02-20,136.03,165.93278925470474,143.16253234086244,29.620774280816644,0.21745547503346202,-4.100293647228845,-2.9676791947789036,0.0,-5.684341886080802e-14
2020-02-21,213.38,169.18556530251308,143.16253234086244,31.55618373979184,0.901212370165103,-4.308122338139624,-2.1262408101666415,0.0,-2.842170943040401e-14
2020-02-22,166.54,167.84139500224458,143.16253234086244,31.69049840770076,0.06659408806236153,-4.80532581633872,-2.2729040180422566,0.0,0.0
