date,actual_pm25,predicted_pm25,evidence_score,confidence_level,biomass_burning_shap,wind_ventilation_shap,meteorology_shap,pm25_persistence_shap
2020-01-01,294.84,275.2568119609764,1,Moderate,-0.8906963492746639,0.5552695115015063,0.2081435227481662,132.2215629351391
2020-01-02,263.03,275.2568119609764,1,Moderate,-0.8906963492746639,0.5552695115015063,0.2081435227481662,132.2215629351391
2020-01-03,205.46,282.5174381813771,1,Moderate,-0.5682960635367628,0.4352569332327305,3.452523926041291,136.03542104477756
2020-01-04,263.24,285.02334767771384,1,Moderate,-0.0273562563850812,0.7811959094787922,3.2211702040464107,137.88580547971142
2020-01-05,218.68,283.27420523286577,1,Moderate,-0.3134061802266177,0.7803771815774839,2.460572436713311,137.18412945393936
2020-01-06,220.28,278.7444564542675,1,Moderate,-0.3306956949614039,0.9818987100371976,1.9940109840815283,132.93671011424797
2020-01-07,255.75,281.38641088058216,1,Moderate,-0.2939033334617364,0.9099788945058284,3.4743390276562707,134.1334639510195
2020-01-08,293.11,282.2034192911728,1,Moderate,-0.6131136796689723,0.888493939618704,1.744233886699543,137.02127280366133
2020-01-09,199.65,279.7863179412769,1,Moderate,-0.8418410239618426,1.1108336343382157,0.4057032154436846,135.94908977459465
2020-01-10,318.41,285.5089811821427,1,Moderate,-0.1348367926010048,1.3922675705419525,3.305053923206726,137.78396414013255
2020-01-11,335.83,288.6773566843312,1,Moderate,-0.2405393465273794,0.9894665803832045,4.003682479411102,140.7622146302019
2020-01-12,331.67,288.58834639624683,1,Moderate,-0.3273558833088431,1.076415645941326,3.562195750661268,141.11455854209078
2020-01-13,228.61,288.9482720261136,1,Moderate,-0.5422455840462115,1.2387224802756505,3.420657543504235,141.66860524551754
2020-01-14,369.9,291.06187320974345,1,Moderate,-0.4474954742947153,1.6513346183093451,4.583287457279929,142.11221426758658
2020-01-15,248.59,290.4847236217307,1,Moderate,-0.5199270965463444,1.1136838205180672,4.611418790195207,142.11701576670126
2020-01-16,279.82,290.5889851705363,1,Moderate,-0.5828829077461053,1.227902678125098,3.836363756190164,142.94506930310482
2020-01-17,333.87,290.6692910348258,1,Moderate,-0.384046789469459,1.624461774813327,3.5530651106795363,142.71327859794005
2020-01-18,378.5,291.6779841439382,1,Moderate,-0.3424312654865578,2.072797583947668,3.2109456548136297,143.57413982980128
2020-01-19,190.64,283.9175806008646,1,Moderate,-0.9892209616846516,1.0413300589747034,1.6820864895047485,139.02085267320746
2020-01-20,285.63,285.74246730030865,1,Moderate,-0.779073195782767,1.302692630831095,2.9970023406317665,139.05931318376597
2020-01-21,216.31,283.27885865460473,1,Moderate,-1.7621467629409902,0.4671751217279666,2.7749343352538074,138.63636361970157
2020-01-22,271.73,276.28434325039456,1,Moderate,-1.6563392815236662,1.2826230024223546,1.270799058286338,132.22472813034713
2020-01-23,347.3,287.30513961252706,1,Moderate,-0.7417657512848227,1.9051069172866864,1.1670813100984545,141.8121847955647
2020-01-24,299.61,285.9493675112294,1,Moderate,-0.928149797129674,1.4164035686296128,1.0987627865828666,141.1998186122844
2020-01-25,259.31,284.50872449081305,1,Moderate,-1.0845120442174372,0.1439849098218721,1.646267133261543,140.64045215108484
2020-01-26,338.25,286.7980298462301,1,Moderate,-0.8901591432872887,0.8528330730066603,1.927641776164492,141.74518179948396
2020-01-27,264.41,288.63503398866453,1,Moderate,-1.3274185238077727,1.26454153026884,2.967112523476615,142.5682661178645
2020-01-28,339.78,290.6251587926826,1,Moderate,-1.4657186374087203,1.119649517289717,3.8648745076077495,143.94382106433156
2020-01-29,316.48,288.52911186709616,1,Moderate,-0.7958359881133321,-0.1871003260242535,3.733853189617269,142.61566265075413
2020-01-30,394.76,289.5542661445347,1,Moderate,-0.2241235078218008,0.4237328876071695,2.399081538288991,143.79304288559788
2020-01-31,217.58,276.2715668890414,1,Moderate,-0.3402211059480948,-2.8610614459521333,1.7196502383907706,134.59066686168867
2020-02-01,133.72,266.1321941474014,0,Low,-0.6262294852038603,-3.4406861310611783,-2.060191542572114,129.09676896537636
2020-02-02,165.16,226.2194898248681,0,Low,-1.2951297177739796,-2.595031107612387,-1.387471304629654,88.33458961402168
2020-02-03,113.95,174.71669663601898,0,Low,-2.193959688404937,-1.6666898134334078,-0.2962506869022713,35.71106448389726
2020-02-04,219.65,175.20991455715458,1,Moderate,-1.386408303962912,-0.2268419730007931,3.473703147491645,30.18692934576424
2020-02-05,115.87,175.81472098944977,1,Moderate,-1.896191720924583,-0.4658414950966759,1.007890768949953,34.00633109565879
2020-02-06,192.14,173.82232222116068,1,Moderate,-2.6313010293782795,-0.6364652281860522,2.353363725686676,31.57419241217592
2020-02-07,192.08,174.48073971525048,1,Moderate,-1.691254006135811,-0.1543656397742445,1.3177471794563351,31.8460798408418
2020-02-08,222.53,175.04648297331266,1,Moderate,-1.4654367221451443,0.4468919105824502,1.9178358109121367,30.98465963310081
2020-02-09,115.12,174.70292610769187,1,Moderate,-2.367179759694074,0.0780894527652684,1.0182744403152506,32.81120963344303
2020-02-10,153.68,172.16104292126892,1,Moderate,-1.552062023998714,0.6039890099185413,1.2647594400823994,28.68182415440421
2020-02-11,182.65,175.3855114493125,1,Moderate,-1.9558750868834645,0.5921775599403768,1.5344860541981646,32.05219058119498
2020-02-12,160.86,174.2861644416718,1,Moderate,-1.7314893238960434,0.1092412942686336,2.612593173317421,30.13328695711936
2020-02-13,224.76,177.1700272798266,1,Moderate,-1.6929873594553726,0.9564231479744916,2.0356802892499952,32.70837886119506
2020-02-14,203.18,174.77869020074684,1,Moderate,-1.606084450155464,-0.0766825786663235,2.35425400614529,30.9446708825609
2020-02-15,114.89,169.35546192039234,1,Moderate,-2.115698406868984,-2.618798720995909,1.447149672191395,29.480277035203454
2020-02-16,116.5,163.773637335736,0,Low,-2.1572592930830843,-3.066483927802602,1.1831034757933008,24.651744739965995
2020-02-17,114.96,159.34469532795657,1,Moderate,-2.1982514007893834,-2.508731286911182,2.2556925479868517,18.63345312680796
2020-02-18,141.84,137.64174248834868,1,Moderate,-1.4808483087707756,-1.563170747815191,4.561471618978599,-7.0382424149064295
2020-02-19,200.68,159.9391055007027,1,Moderate,-2.0128207191368968,-2.023605707239253,4.032905313530789,16.78009427268559
2020-02-20,136.03,165.93278925470474,1,Moderate,-2.967679194778904,-4.100293647228845,0.217455475033462,29.620774280816644
2020-02-21,213.38,169.18556530251308,0,Low,-2.126240810166641,-4.308122338139624,0.901212370165103,31.55618373979184
2020-02-22,166.54,167.84139500224458,1,Moderate,-2.2729040180422566,-4.80532581633872,0.0665940880623615,31.69049840770076
2020-02-23,135.72,170.10383519964532,1,Moderate,-1.867529261092067,-3.611363712125384,0.091343379053138,32.32885245294719
2020-02-24,218.86,171.3921697242838,1,Moderate,-1.275273588031063,-2.750950159050594,0.6684072994129282,31.587453831090144
2020-02-25,188.64,173.0800382596486,1,Moderate,-1.549044166860492,-2.907644241947332,0.3410974902709781,34.03309683732306
2020-02-26,166.45,173.15783605016648,1,Moderate,-1.761401632007272,-2.668535928727846,0.2736586164623816,34.15158265357684
2020-02-27,222.39,173.70695331432552,1,Moderate,-1.535104505278904,-2.8916145131270063,0.232362389565515,34.73877760230349
2020-02-28,153.5,170.93721945405133,0,Low,-2.21925212807466,-2.4822966571516445,-0.369053167149883,32.845289065565176
2020-02-29,206.33,170.7370197227803,0,Low,-2.1562663324566604,-1.5208871983350178,-0.7881963877580942,32.039837300467674
2020-03-01,53.63,160.60705970794433,0,Low,-4.504682552073635,-3.474436433413271,-1.2539438322636194,26.677590184832567
2020-03-02,64.75,114.44753237613628,0,Low,-2.011963800854562,-2.3126735769562177,-1.6214534912083154,-22.7689090957071
2020-03-03,51.99,95.3729072211966,0,Low,-2.05274808112624,-1.4784924728308932,-0.8114986458718789,-43.44688591983677
2020-03-04,58.95,49.83335679657993,0,Low,-1.2168799230530165,-1.0983133229210988,1.0017243723400076,-92.0157066706484
2020-03-05,39.73,49.1257768112138,0,Low,-1.1731324129579248,-1.2048478057182164,0.9310850422201348,-92.58986035319263
2020-03-06,59.96,48.7289045107564,0,Low,-0.9657904930067934,-1.6730298414199185,1.3334781305807968,-93.12828562626018
2020-03-07,64.31,49.43947917023446,1,Moderate,-0.5112718101054204,-1.9936808675266455,1.758954266604921,-92.97705475960085
2020-03-08,45.69,49.7752370250737,1,Moderate,-0.0185619389028638,-2.0569084171193768,2.009600023245066,-93.32142498301162
2020-03-09,65.38,49.07493506654019,1,Moderate,-0.2735736928586528,-1.9029444956960408,2.0266778060048565,-93.93775689177244
2020-03-10,67.23,49.87610853271664,1,Moderate,-0.4588049062280638,-1.749232175821468,1.860762916858531,-92.9391496429548
2020-03-11,43.71,52.20832752942548,1,Moderate,-0.6408179648563938,-1.6823475223524824,1.6575140183961858,-90.28855334262424
2020-03-12,47.51,48.41495426727383,1,Moderate,-0.8098398990040427,-1.72789497138014,1.81116485791724,-94.02100806112172
2020-03-13,41.43,48.811316989110445,0,Low,-0.6455769717262186,-1.7017539570453697,1.851460364352004,-93.85534478733248
2020-03-14,38.61,48.44567552971451,0,Low,-0.8081583215239138,-2.2183145590527924,1.753626839681007,-93.44401077025228
2020-03-15,44.11,48.61640228876471,1,Moderate,-0.542859594010535,-2.120371678006927,2.1494125497648664,-94.03231132984524
2020-03-16,40.47,48.74121283928399,1,Moderate,-0.6416405168067273,-1.7591572203195258,2.454360841286243,-94.47488260573851
2020-03-17,51.63,48.03356940203341,1,Moderate,-0.7679248032755717,-1.5217341000117863,2.286779213300673,-95.1260832488424
2020-03-18,45.6,48.118396390659406,1,Moderate,-0.8524134972910491,-1.5165879034050769,2.35541902344213,-95.03055357294912
2020-03-19,46.82,48.43428609589436,0,Low,-0.8962625122166876,-1.3801372560372374,2.343416606082876,-94.7952630827971
2020-03-20,61.67,49.45516203454147,0,Low,-0.0613655792707953,-1.40320813405093,2.2060797421933867,-94.4488763351927
2020-03-21,62.08,49.33838565494278,0,Low,-0.1411059966766563,-1.1158001956795731,2.3471790777018318,-94.9144195712653
2020-03-22,37.78,49.25297422790351,0,Low,-0.3935691536740209,-0.9766155857585616,2.3941489477508875,-94.93352232127724
2020-03-23,52.15,49.0181146419653,0,Low,-0.6049397771115266,-0.9485904202500308,2.460639560382531,-95.05152706191816
2020-03-24,53.69,49.60205955241175,0,Low,-0.4212637246487372,-0.4907116920550237,2.393554728098437,-95.04205209984542
2020-03-25,47.55,50.1923535790515,0,Low,-0.3339602665958814,-0.3241091102222995,2.6066425071926727,-94.91875189218544
2020-03-26,61.45,50.49415009162579,0,Low,-0.5261963917685769,-0.5828816723784169,3.2406408250015595,-94.79994501009126
2020-03-27,56.92,51.9504108123821,0,Low,-0.5835431767208759,-0.5963055698132542,3.8914745189146136,-93.9237473008608
2020-03-28,66.43,51.46491891521104,0,Low,-0.7196558999579221,-0.6801482442193058,3.463433352111047,-93.76124263358524
2020-03-29,50.22,53.86067161179908,0,Low,-0.6631192213484135,-0.1920620110319695,3.645467857175143,-92.0921473538581
2020-03-30,57.05,50.72082722284336,0,Low,-0.596931640382136,-0.9813551034388676,2.9948587383312164,-93.85827711252936
