trajectory_id,synthetic_date,rejection_reason,pm25,ventilation_index,precipitation,season,generator_seed,generator_version,phase_version
SYNTH_8B_batch_0002_00006,SYNTH-SYNTH_8B_batch_0002_00006-D003,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5324.0 > 4500),411.5913281253393,5323.959686435475,0.0,Post-Monsoon,794956085,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00006,SYNTH-SYNTH_8B_batch_0002_00006-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5148.6 > 4500),333.95277584309025,5148.627030528285,0.0,Post-Monsoon,794956085,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00006,SYNTH-SYNTH_8B_batch_0002_00006-D015,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5147.4 > 4500),326.7236726287639,5147.4481374480565,0.0,Post-Monsoon,794956085,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00010,SYNTH-SYNTH_8B_batch_0002_00010-D010,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6741.6 > 4500),283.78797790977774,6741.637160655549,0.0,Post-Monsoon,2425542259,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00014,SYNTH-SYNTH_8B_batch_0002_00014-D004,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (4876.1 > 4500),359.3797060627996,4876.080607367714,0.0,Post-Monsoon,1231760353,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00014,SYNTH-SYNTH_8B_batch_0002_00014-D005,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (4912.3 > 4500),321.2800558910567,4912.271289482658,0.0,Post-Monsoon,1231760353,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00014,SYNTH-SYNTH_8B_batch_0002_00014-D011,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6350.9 > 4500),362.94187263281464,6350.909749201545,0.0,Post-Monsoon,1231760353,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00014,SYNTH-SYNTH_8B_batch_0002_00014-D012,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6885.6 > 4500),276.51807062182814,6885.569690206556,0.0,Post-Monsoon,1231760353,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00014,SYNTH-SYNTH_8B_batch_0002_00014-D027,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7132.1 > 4500),294.1013915342676,7132.133496676483,0.0,Post-Monsoon,1231760353,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00014,SYNTH-SYNTH_8B_batch_0002_00014-D028,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (6872.9 > 4500),269.83474053119255,6872.946861714415,0.0,Post-Monsoon,1231760353,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00022,SYNTH-SYNTH_8B_batch_0002_00022-D015,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (5926.0 > 4500),332.99546513876794,5926.012805875109,0.0,Post-Monsoon,3128438099,HP-STG-v1.0.0,Phase 8B v1.0.0
SYNTH_8B_batch_0002_00022,SYNTH-SYNTH_8B_batch_0002_00022-D024,EXTREME_TAIL_PHYSICAL_ENVIRONMENT_INCONSISTENCY: VI (7111.1 > 4500),265.80826968605584,7111.105268369818,0.0,Post-Monsoon,3128438099,HP-STG-v1.0.0,Phase 8B v1.0.0
